"CONTACT_ID";"AGE";"FAMILYSIZE";"YEAREXPERIENCE";"ANNUALINCOME";"EDUCATIONLEVEL_ID";"NETPRICE_PRO11_AMT";"NETPRICE_PRO12_AMT";"NETPRICE_PRO13_AMT";"NETPRICE_PRO14_AMT";"NETPRICE_PRO15_AMT";"NETPRICE_PRO16_AMT";"NETPRICE_PRO17_AMT";"name"
1489;50;4;24;44;1;0;0;0;18;1;1;0;"Kingston upon Thames"
1490;50;1;25;43;3;137;0;0;14;0;1;0;"Tower Hamlets"
1491;43;1;18;29;3;0;0;0;3;0;1;0;"Barking and Dagenham"
1492;50;3;24;188;1;184;0;0;13;1;0;1;"Redbridge"
1493;46;1;20;114;1;0;0;0;0;1;1;0;"Merton"
1494;30;3;6;52;2;0;0;0;7;0;1;0;"Brent"
1495;42;1;16;13;1;0;0;0;2;0;1;0;"Tower Hamlets"
1496;42;3;17;95;3;0;0;0;5;0;0;0;"Enfield"
1497;29;1;3;84;3;0;0;0;29;0;1;0;"Barnet"
1498;38;1;14;49;1;0;0;0;18;0;0;0;"Merton"
1499;51;1;25;181;1;0;0;0;17;1;1;0;"Tower Hamlets"
1500;35;1;10;182;2;229;0;1;3;1;1;1;"Westminster"
1501;37;2;13;70;1;0;0;0;27;0;0;0;"Newham"
1502;47;3;21;79;1;185;0;0;11;1;1;0;"Newham"
1503;55;4;29;61;2;0;0;0;28;1;1;0;"Brent"
1504;65;2;41;121;1;0;0;0;21;0;1;0;"Tower Hamlets"
1505;58;3;33;34;1;83;0;0;2;0;1;0;"Hackney"
1506;54;1;28;183;1;442;0;0;10;0;0;0;"Sutton"
1507;52;1;28;51;3;0;1;0;16;1;0;0;"Brent"
1508;28;3;2;70;3;0;0;0;3;1;0;0;"Enfield"
1509;32;1;8;39;1;0;0;0;17;1;1;0;"Havering"
1510;51;3;24;84;2;0;0;0;20;0;0;0;"Tower Hamlets"
1511;43;1;18;122;1;0;0;0;70;1;1;0;"Westminster"
1512;42;1;18;145;1;132;0;0;17;1;1;0;"Islington"
1513;42;2;17;98;1;0;0;0;4;1;1;0;"Redbridge"
1514;41;1;16;79;3;233;0;0;10;0;1;0;"Lewisham"
1515;34;2;8;38;3;0;0;0;20;1;1;0;"Brent"
1516;30;3;6;49;2;196;0;0;7;1;0;0;"Southwark"
1517;32;1;7;38;1;0;0;0;10;0;1;0;"Hammersmith and Fulham"
1518;46;4;20;91;3;0;0;0;26;0;0;0;"Kingston upon Thames"
1519;38;4;12;29;1;0;0;0;2;1;0;0;"Newham"
1520;37;2;13;172;1;0;0;0;65;0;0;0;"Barking and Dagenham"
1521;32;2;8;104;1;0;0;0;37;1;0;1;"Hackney"
1522;35;1;9;58;1;0;0;0;25;1;1;0;"Merton"
1523;30;2;5;171;2;0;0;0;19;0;0;1;"Bexley"
1524;30;3;4;73;1;0;0;1;33;1;1;1;"Lewisham"
1525;58;1;32;191;1;0;0;0;29;0;0;0;"Kensington and Chelsea"
1526;57;2;27;90;3;0;0;0;45;0;1;0;"Lewisham"
1527;34;3;9;55;1;0;1;1;23;1;1;0;"Barnet"
1528;31;1;4;28;2;0;0;0;20;0;0;0;"Redbridge"
1529;39;1;14;42;3;0;0;0;25;0;1;0;"Sutton"
1530;57;1;33;9;2;91;1;0;1;0;1;0;"Merton"
1531;47;1;21;65;2;0;1;0;15;0;1;0;"Hackney"
1532;51;4;26;134;3;0;1;1;45;0;1;1;"Kingston upon Thames"
1533;30;4;6;83;1;0;1;0;34;0;1;0;"Islington"
1534;55;3;28;38;2;0;0;0;10;0;1;0;"Hackney"
1535;32;4;6;13;1;0;0;0;3;1;1;0;"Hackney"
1536;32;3;7;143;3;0;0;0;29;0;1;1;"Brent"
1537;44;4;20;75;1;0;0;0;19;0;0;0;"Enfield"
1538;33;1;7;120;3;0;0;0;32;0;1;1;"Redbridge"
1539;49;1;24;91;2;0;0;0;28;0;0;0;"Harrow"
1540;32;2;6;99;3;0;0;0;15;1;0;0;"Bexley"
1541;31;1;7;71;1;78;1;0;1;0;0;0;"Redbridge"
1542;37;1;13;111;2;0;0;0;8;0;0;0;"Kingston upon Thames"
1543;41;1;15;108;1;0;0;0;52;0;0;0;"Camden"
1544;56;1;32;158;1;0;0;0;74;0;0;0;"Hillingdon"
1545;55;3;31;81;1;0;0;0;26,7;0;1;0;"Redbridge"
1546;49;2;23;12;3;0;1;1;1;0;1;0;"Camden"
1547;63;2;37;21;1;0;0;0;4;0;1;0;"Newham"
1548;55;4;30;55;1;215;0;0;9;1;1;0;"Hillingdon"
1549;59;1;35;42;3;0;0;0;18;0;1;0;"Richmond upon Thames"
1550;41;2;16;81;1;0;0;0;4;1;0;0;"Waltham Forest"
1551;49;4;25;13;1;87;0;0;2;0;0;0;"Hounslow"
1552;48;1;23;132;1;157;0;0;6;0;0;0;"Ealing"
1553;41;1;16;99;3;0;0;0;10;0;1;0;"Kingston upon Thames"
1554;50;4;26;23;1;0;0;0;2;1;0;0;"Barnet"
1555;28;1;1;40;2;0;1;0;20;0;1;0;"Kensington and Chelsea"
1556;36;3;11;181;1;0;0;0;14;0;0;1;"Hillingdon"
1557;38;2;14;112;1;394;0;0;22;0;0;0;"Camden"
1558;34;2;9;138;1;227;0;0;78;0;1;0;"Bexley"
1559;41;3;17;94;2;327;1;1;38;0;1;1;"Islington"
1560;43;1;19;113;1;0;0;0;17;0;0;0;"Camden"
1561;30;4;5;112;2;0;0;0;50;1;0;1;"Havering"
1562;37;2;12;190;1;475;0;0;30;0;1;0;"Havering"
1563;62;1;37;38;3;0;0;0;11;0;1;0;"Hackney"
1564;40;1;16;32;3;158;0;0;14;0;1;0;"Hillingdon"
1565;35;3;10;104;2;0;0;0;6;1;0;0;"Hillingdon"
1566;64;1;40;43;2;0;0;0;19;0;1;0;"Redbridge"
1567;49;3;24;45;2;0;1;0;17;0;1;0;"Lewisham"
1568;24;2;0;35;2;0;0;0;17;0;0;0;"Camden"
1569;36;4;10;42;2;0;0;0;12;1;1;0;"Harrow"
1570;29;1;4;58;2;0;0;0;8;1;1;0;"Hillingdon"
1571;29;4;3;103;1;0;0;0;34;0;1;1;"Brent"
1572;28;1;3;71;2;149;1;1;33;0;1;1;"Croydon"
1573;33;1;7;14;2;98;0;0;4;0;1;0;"Lewisham"
1574;36;3;11;98;3;0;1;0;12;1;0;0;"Kingston upon Thames"
1575;42;1;17;90;2;0;0;0;1;1;0;0;"Enfield"
1576;25;4;0;65;1;0;1;0;2;0;0;0;"Redbridge"
1577;28;4;2;19;1;0;0;0;4;1;1;0;"Waltham Forest"
1578;50;3;25;35;2;0;0;0;17;1;1;0;"Bromley"
1579;34;4;9;71;1;0;0;0;13;0;1;0;"Sutton"
1580;43;3;19;31;1;0;0;0;5;0;0;0;"Barnet"
1581;62;4;38;43;2;0;0;0;12;0;1;0;"Merton"
1582;61;1;36;24;2;87;1;0;15;0;0;0;"Kensington and Chelsea"
1583;45;2;19;58;3;0;1;0;4;1;0;0;"Barnet"
1584;42;2;17;115;1;0;0;0;4;0;1;0;"Waltham Forest"
1585;39;2;15;168;1;152;1;0;80;0;0;0;"Redbridge"
1586;29;1;5;128;1;0;0;0;15;1;1;0;"Croydon"
1587;45;1;20;138;1;0;0;0;70;1;0;0;"Harrow"
1588;58;3;32;81;2;0;0;0;17;1;1;0;"Redbridge"
1589;29;4;3;41;3;0;0;0;13;0;1;0;"Barking and Dagenham"
1590;32;2;7;123;2;0;0;0;29;0;1;1;"Hillingdon"
1591;37;2;13;71;1;94;0;0;27;0;1;0;"Richmond upon Thames"
1592;48;1;23;8;3;0;0;0;4;1;0;0;"Lambeth"
1593;40;2;14;42;1;101;0;0;7;0;1;0;"Redbridge"
1594;29;2;4;62;1;184;0;0;25;0;1;0;"Barnet"
1595;36;4;12;22;1;91;1;0;10;0;1;0;"Hillingdon"
1596;35;4;8;38;2;0;0;0;10;0;1;0;"Hillingdon"
1597;35;4;11;24;2;0;0;0;4;0;0;0;"Barking and Dagenham"
1598;62;3;37;50;1;0;0;0;24;0;1;0;"Sutton"
1599;26;4;1;190;2;197;0;0;13;0;1;1;"Richmond upon Thames"
1600;32;2;7;94;1;0;0;0;31;0;1;0;"Hillingdon"
1601;63;4;37;165;3;0;0;0;51;0;0;1;"Southwark"
1602;38;4;12;43;2;0;0;0;12;1;0;0;"Enfield"
1603;50;1;26;48;2;0;0;0;16;1;0;0;"Islington"
1604;46;3;21;52;2;228;0;0;27;1;0;0;"Islington"
1605;50;4;24;84;1;0;0;0;49;0;1;0;"Redbridge"
1606;61;1;36;131;1;0;0;0;9;0;1;0;"Brent"
1607;34;4;8;44;1;0;0;0;2;0;0;0;"Brent"
1608;27;4;2;78;1;87;0;0;2;0;0;0;"Barnet"
1609;61;4;36;15;2;0;0;0;4;0;0;0;"Waltham Forest"
1610;45;4;20;38;3;144;0;0;19;1;1;0;"Islington"
1611;50;1;25;84;3;0;1;0;13;0;1;0;"Hackney"
1612;44;1;20;122;1;0;0;0;3;0;1;0;"Brent"
1613;62;2;36;98;1;0;0;0;28;0;0;0;"Hillingdon"
1614;45;3;18;80;2;0;0;0;26,7;0;0;0;"Harrow"
1615;41;2;17;165;1;0;0;0;80;0;1;0;"Hillingdon"
1616;30;2;5;121;1;0;0;0;33;1;0;0;"Waltham Forest"
1617;61;3;37;20;2;94;0;0;4;0;0;0;"Barking and Dagenham"
1618;45;1;19;11;1;91;0;0;2;0;0;0;"Kingston upon Thames"
1619;59;1;35;45;3;0;0;0;18;0;1;0;"Merton"
1620;30;2;6;118;2;0;0;0;28;0;0;1;"Barnet"
1621;60;2;36;14;1;109;0;0;3;1;1;0;"Hillingdon"
1622;39;3;13;30;2;0;0;0;2;0;0;0;"Merton"
1623;56;1;30;45;1;98;0;0;2;0;0;0;"Kingston upon Thames"
1624;56;3;32;80;1;0;0;0;26,7;0;1;0;"Bexley"
1625;27;4;1;25;2;0;0;0;3;1;1;0;"Kingston upon Thames"
1626;66;1;41;144;1;0;1;1;25;1;1;0;"Redbridge"
1627;43;4;19;84;3;297;0;0;2;0;1;0;"Tower Hamlets"
1628;53;2;29;22;1;0;0;0;4;0;1;0;"Harrow"
1629;44;3;18;33;1;0;0;0;15;1;1;0;"Merton"
1630;54;4;28;60;3;0;0;0;26;0;0;0;"Enfield"
1631;31;4;6;81;2;116;0;0;22;0;1;0;"Bexley"
1632;38;1;13;169;3;0;0;1;68;1;1;1;"Bexley"
1633;28;2;2;63;3;0;0;0;16;0;1;0;"Kingston upon Thames"
1634;51;2;26;12;3;109;0;0;7;1;1;0;"Lewisham"
1635;52;4;27;15;1;101;0;0;8;0;0;0;"Merton"
1636;64;1;38;39;3;0;1;1;5;1;1;0;"Merton"
1637;29;4;4;44;2;0;0;0;20;0;1;0;"Newham"
1638;34;1;10;110;1;0;0;0;40;0;1;0;"Sutton"
1639;33;3;8;130;2;99;0;0;63;1;0;1;"Hackney"
1640;46;1;21;41;3;128;0;0;14;0;1;0;"Croydon"
1641;48;1;22;59;3;241;0;0;14;0;1;0;"Harrow"
1642;52;2;28;39;1;0;0;0;8;0;1;0;"Brent"
1643;44;4;19;35;2;0;0;0;0;0;1;0;"Brent"
1644;51;1;27;80;2;0;0;0;26;1;1;0;"Bexley"
1645;47;1;20;81;2;0;0;0;26,7;0;1;0;"Harrow"
1646;39;2;13;31;3;0;0;0;8;0;0;0;"Brent"
1647;42;4;17;93;3;0;0;0;19;0;0;0;"Newham"
1648;57;4;33;45;1;204;0;0;15;0;1;0;"Barking and Dagenham"
1649;36;2;12;40;3;0;0;0;6;1;1;0;"Havering"
1650;27;2;1;80;3;185;0;0;16;1;1;0;"Merton"
1651;31;1;7;20;3;0;0;0;4;0;1;0;"Croydon"
1652;63;1;37;41;3;0;0;0;5;1;0;0;"Merton"
1653;34;1;8;31;1;104;0;0;3;1;1;0;"Barking and Dagenham"
1654;52;4;27;35;2;0;0;0;2;0;1;0;"Hackney"
1655;57;3;31;40;3;137;0;0;14;1;1;0;"Havering"
1656;63;1;39;84;3;0;0;0;18;0;0;0;"Havering"
1657;26;2;1;53;3;0;0;0;16;0;1;0;"Tower Hamlets"
1658;35;4;5;85;3;0;0;0;40;0;1;0;"Camden"
1659;58;2;33;138;1;0;0;0;39;0;1;0;"Greenwich"
1660;32;2;2;71;3;108;0;0;17,5;0;0;0;"Merton"
1661;64;1;39;113;3;0;0;0;8;1;0;0;"Hillingdon"
1662;50;2;23;23;2;0;1;0;10;0;0;0;"Croydon"
1663;34;3;9;62;1;0;0;0;23;0;0;0;"Camden"
1664;36;4;11;14;3;100;0;0;2;1;1;0;"Enfield"
1665;43;2;18;60;3;0;0;0;22;1;0;0;"Merton"
1666;28;3;4;94;1;236;0;0;8;0;1;0;"Tower Hamlets"
1667;64;3;39;83;2;0;0;0;18;0;1;0;"Sutton"
1668;60;3;35;130;3;437;0;1;63;1;1;1;"Havering"
1669;62;4;37;61;1;0;0;0;17;0;0;0;"Barnet"
1670;27;2;2;92;1;178;0;0;31;0;1;0;"Hillingdon"
1671;42;2;16;20;3;117;0;0;8;1;1;0;"Redbridge"
1672;45;2;20;194;1;428;0;0;88;0;0;0;"Hackney"
1673;36;1;10;74;1;0;0;0;25;1;0;0;"Havering"
1674;48;2;22;84;3;145;0;0;4;0;0;0;"Camden"
1675;65;3;40;98;2;333;0;0;18;0;0;0;"Harrow"
1676;39;3;15;52;1;0;0;0;23,3;0;1;0;"Kingston upon Thames"
1677;51;1;26;55;2;236;0;0;13;1;0;0;"Merton"
1678;30;4;6;64;1;117;0;0;34;0;0;0;"Islington"
1679;65;1;40;128;1;162;0;0;25;0;1;0;"Harrow"
1680;38;4;13;113;2;0;0;0;17;1;0;1;"Merton"
1681;29;3;3;50;2;0;0;0;11;1;0;0;"Havering"
1682;42;4;18;54;2;0;0;0;22;0;0;0;"Newham"
1683;63;1;38;129;1;366;0;0;9;0;1;0;"Brent"
1684;46;4;21;82;1;0;0;0;4;0;0;0;"Redbridge"
1685;62;4;38;100;2;0;0;0;17;0;1;0;"Croydon"
1686;58;4;34;44;1;0;1;0;22;0;0;0;"Waltham Forest"
1687;56;4;30;164;2;234;0;1;5;1;1;1;"Hillingdon"
1688;56;2;31;81;1;121;0;0;37;1;1;0;"Camden"
1689;34;1;10;71;1;257;0;0;1;1;1;0;"Lewisham"
1690;42;1;17;28;3;90;0;0;5;0;0;0;"Islington"
1691;30;3;6;80;1;219;0;0;15;0;1;0;"Newham"
1692;61;4;35;90;2;0;0;0;19;0;1;0;"Tower Hamlets"
1693;38;1;14;74;2;0;0;0;36;1;1;0;"Barnet"
1694;50;2;25;14;3;0;1;0;7;0;1;0;"Waltham Forest"
1695;61;2;36;23;2;103;0;0;5;0;1;0;"Kingston upon Thames"
1696;41;1;17;153;1;337;0;0;17;1;0;0;"Brent"
1697;42;3;16;38;3;0;0;0;9;0;0;0;"Redbridge"
1698;29;2;5;112;2;382;1;0;20;0;0;0;"Lewisham"
1699;51;1;26;145;1;397;0;0;81;1;0;0;"Bexley"
1700;32;2;6;28;2;88;0;0;3;0;1;0;"Barnet"
1701;34;4;9;31;3;0;0;0;11;1;1;0;"Redbridge"
1702;26;1;2;195;1;0;0;0;63,3;1;1;0;"Harrow"
1703;54;3;24;50;3;0;0;0;20;1;1;0;"Barnet"
1704;38;4;14;71;3;0;0;0;20;0;0;0;"Hackney"
1705;62;3;36;21;3;0;0;0;3;0;0;0;"Barnet"
1706;37;2;11;35;3;125;0;0;8;0;0;0;"Hillingdon"
1707;46;1;21;42;1;0;0;0;24;1;1;0;"Newham"
1708;52;4;27;78;3;141;0;0;36;0;1;0;"Havering"
1709;32;4;6;73;2;0;0;0;22;0;0;0;"Hackney"
1710;49;2;25;53;3;181;0;0;10;0;0;0;"Havering"
1711;28;2;3;51;3;123;0;0;16;0;0;0;"Newham"
1712;55;2;30;40;3;0;0;0;23;0;1;0;"Harrow"
1713;52;1;26;178;1;0;0;0;10;0;0;0;"Redbridge"
1714;32;2;6;35;1;0;0;0;3;1;0;0;"Camden"
1715;31;1;7;192;2;0;0;0;0;0;1;1;"Croydon"
1716;27;1;3;123;1;0;0;0;54;0;0;0;"Barking and Dagenham"
1717;32;2;5;48;2;0;1;1;16,7;1;1;0;"Hillingdon"
1718;52;3;26;45;2;0;0;0;6;0;0;0;"Harrow"
1719;52;1;28;15;1;0;0;0;2;0;1;0;"Brent"
1720;50;1;24;79;1;120;0;0;3;0;1;0;"Harrow"
1721;32;4;5;63;2;0;1;0;20;0;1;0;"Waltham Forest"
1722;61;2;35;30;3;0;0;0;2;0;1;0;"Westminster"
1723;60;4;36;145;1;380;0;0;69;1;0;1;"Lewisham"
1724;28;3;4;32;2;0;0;0;10;0;0;0;"Bexley"
1725;34;2;9;64;1;224;0;0;1;1;1;0;"Barking and Dagenham"
1726;31;1;7;84;1;0;0;0;1;0;1;0;"Merton"
1727;31;1;5;21;2;0;0;0;4;0;1;0;"Kingston upon Thames"
1728;62;4;38;99;2;0;0;0;17;0;1;0;"Hillingdon"
1729;47;2;22;35;1;0;0;0;13;0;1;0;"Brent"
1730;50;1;24;180;1;0;0;0;17;1;1;0;"Southwark"
1731;36;1;12;42;1;0;0;0;13,3;0;1;0;"Bexley"
1732;26;4;0;179;2;0;0;0;21;0;0;1;"Waltham Forest"
1733;51;4;27;42;3;0;0;0;1;0;0;0;"Camden"
1734;52;2;25;180;2;297;0;0;90;0;1;1;"Croydon"
1735;35;4;11;82;1;0;0;0;34;0;0;0;"Kingston upon Thames"
1736;42;2;16;55;1;149;0;0;7;0;0;0;"Islington"
1737;36;2;12;79;1;0;0;0;22;0;1;0;"Enfield"
1738;41;2;17;48;3;215;0;0;6;1;0;0;"Bexley"
1739;49;1;25;93;1;0;1;0;27;0;1;0;"Hillingdon"
1740;57;2;32;23;3;0;0;0;2;0;0;0;"Tower Hamlets"
1741;44;3;20;50;1;200;0;0;23,3;0;0;0;"Hillingdon"
1742;60;2;34;85;1;0;0;0;20;0;1;0;"Camden"
1743;38;1;14;35;2;97;0;0;15;0;1;0;"Enfield"
1744;26;3;2;171;2;0;0;0;60;0;1;1;"Enfield"
1745;29;4;2;29;2;0;0;0;15;1;0;0;"Sutton"
1746;59;1;35;84;3;0;0;0;18;1;1;0;"Camden"
1747;51;4;27;20;2;0;0;0;5;0;1;0;"Merton"
1748;50;1;25;14;3;0;0;0;4;1;1;0;"Newham"
1749;35;1;10;179;1;357;0;0;86;0;0;0;"Hackney"
1750;61;1;37;48;1;158;0;0;8;0;1;0;"Hackney"
1751;42;1;16;74;1;0;0;0;28;0;1;0;"Lewisham"
1752;55;1;29;53;1;0;0;0;14;0;0;0;"Bexley"
1753;50;1;25;83;2;0;0;0;28;1;1;0;"Enfield"
1754;64;2;40;171;1;433;0;0;21;0;0;0;"Hounslow"
1755;54;4;28;85;1;0;0;0;49;0;1;0;"Camden"
1756;50;4;26;38;2;0;0;0;9;0;1;0;"Croydon"
1757;31;3;5;85;1;157;0;0;16;1;1;0;"Havering"
1758;32;1;8;79;1;0;0;0;1;0;0;0;"Bexley"
1759;44;4;19;69;1;0;0;0;4;0;0;0;"Islington"
1760;60;3;35;43;3;0;0;0;9;1;1;0;"Islington"
1761;60;2;34;33;1;101;0;0;3;0;1;0;"Croydon"
1762;62;3;38;42;3;149;0;0;1;1;0;0;"Brent"
1763;46;4;21;40;3;122;0;0;19;0;1;0;"Tower Hamlets"
1764;57;1;33;43;3;0;0;0;18;0;0;0;"Westminster"
1765;30;4;5;20;3;117;0;0;5;0;0;0;"Camden"
1766;58;3;32;65;1;222;0;0;25;0;1;0;"Barking and Dagenham"
1767;39;3;13;139;1;483;0;0;34;0;1;1;"Hillingdon"
1768;60;3;35;135;3;0;0;0;3;0;1;1;"Harrow"
1769;59;3;34;84;3;0;0;0;16;0;1;0;"Camden"
1770;50;1;26;179;3;0;0;0;29;1;0;1;"Barking and Dagenham"
1771;63;4;39;45;2;86;0;0;13;0;0;0;"Croydon"
1772;27;2;3;109;1;0;0;0;25;0;1;0;"Hackney"
1773;54;4;29;34;3;0;0;0;1;0;1;0;"Sutton"
1774;62;1;37;162;1;0;0;0;13;0;1;0;"Hackney"
1775;60;2;34;105;1;0;0;0;14;0;1;0;"Westminster"
1776;38;3;12;22;2;0;0;0;2;0;1;0;"Hackney"
1777;34;2;8;82;1;178;0;0;18;1;1;0;"Harrow"
1778;65;4;41;105;2;230;1;0;17;0;1;0;"Greenwich"
1779;55;1;31;62;3;0;0;0;18;0;1;0;"Tower Hamlets"
1780;57;2;31;82;1;83;0;0;20;1;0;0;"Barnet"
1781;27;4;3;72;1;0;0;0;0;0;1;0;"Merton"
1782;35;4;10;38;1;0;0;0;17;1;1;0;"Merton"
1783;52;4;28;25;1;0;0;0;10;0;0;0;"Camden"
1784;45;1;15;20;3;0;0;0;7,5;0;1;0;"Redbridge"
1785;29;4;3;80;2;0;0;0;18;1;1;0;"Hackney"
1786;44;3;18;84;1;0;0;0;11;0;0;0;"Camden"
1787;47;1;23;33;1;0;0;0;10;1;1;0;"Hackney"
1788;62;3;37;55;3;0;0;0;9;0;1;0;"Waltham Forest"
1789;52;2;27;33;2;0;0;0;7;1;0;0;"Westminster"
1790;47;4;23;190;3;305;0;0;3;0;0;1;"Hillingdon"
1791;42;1;18;43;3;158;0;0;3;0;0;0;"Harrow"
1792;65;3;41;45;3;0;0;0;1;0;1;0;"Kingston upon Thames"
1793;42;1;18;141;1;0;0;0;35;0;0;0;"Barnet"
1794;40;4;16;69;1;0;0;0;24;0;1;0;"Enfield"
1795;32;4;8;78;2;0;0;0;1;0;1;0;"Waltham Forest"
1796;40;1;15;84;3;0;0;0;37;0;1;0;"Havering"
1797;55;1;29;172;2;0;0;0;52;0;0;1;"Harrow"
1798;32;4;6;51;1;154;1;0;2;1;0;0;"Brent"
1799;58;1;28;75;3;0;0;0;14;0;1;0;"Islington"
1800;46;1;22;183;2;0;0;1;31;1;1;1;"Merton"
1801;53;4;23;20;3;0;0;0;4;1;1;0;"Hounslow"
1802;63;2;39;101;3;294;0;0;39;0;1;1;"Enfield"
1803;40;1;14;129;3;0;0;0;59;0;1;1;"Enfield"
1804;41;2;17;63;1;0;0;0;32;0;0;0;"Barking and Dagenham"
1805;60;4;35;44;1;0;0;0;21;0;0;0;"Camden"
1806;65;1;39;184;3;176;0;1;54;1;1;1;"Hackney"
1807;59;2;33;100;1;127;0;0;20;0;0;0;"Barnet"
1808;48;3;24;12;1;0;0;0;4;0;0;0;"Newham"
1809;59;2;33;68;3;128;1;0;23;0;1;0;"Croydon"
1810;33;1;8;48;1;212;0;0;10;0;1;0;"Enfield"
1811;40;2;15;82;1;0;0;0;4;0;0;0;"Waltham Forest"
1812;42;2;18;52;1;0;0;0;25;0;0;0;"Tower Hamlets"
1813;65;2;41;154;2;0;1;1;46;1;1;1;"Brent"
1814;30;1;4;39;1;0;0;0;15;1;0;0;"Croydon"
1815;30;1;4;40;1;0;0;1;3;1;1;0;"Richmond upon Thames"
1816;42;4;17;54;3;164;0;0;19;0;0;0;"Newham"
1817;32;2;8;32;2;103;0;1;10;1;1;0;"Islington"
1818;55;2;30;64;3;0;0;0;23;0;0;0;"Barking and Dagenham"
1819;29;2;3;92;1;287;0;0;13;0;1;0;"Hillingdon"
1820;64;1;38;40;3;94;0;0;25;1;1;0;"Westminster"
1821;37;3;11;60;3;0;0;0;5;0;1;0;"Hillingdon"
1822;31;2;5;85;1;119;0;0;13;1;1;0;"Waltham Forest"
1823;25;4;0;21;1;90;0;0;4;0;1;0;"Camden"
1824;31;1;5;35;3;171;0;0;6;0;0;0;"Lewisham"
1825;32;2;7;52;1;0;0;0;1;0;1;0;"Redbridge"
1826;58;1;34;128;1;0;0;0;74;0;0;0;"Tower Hamlets"
1827;26;1;2;195;1;0;0;0;63,3;0;0;0;"Hackney"
1828;51;2;25;68;2;117;0;0;15;1;0;0;"Enfield"
1829;65;2;41;55;1;0;0;0;11;0;0;0;"Hounslow"
1830;43;1;17;55;1;0;0;0;2;0;1;0;"Camden"
1831;46;4;21;80;1;0;0;0;4;1;1;0;"Barnet"
1832;28;1;3;123;1;146;0;0;8;0;0;0;"Brent"
1833;63;4;37;90;2;106;1;0;19;0;1;0;"Waltham Forest"
1834;59;1;29;61;3;0;0;0;14;0;0;0;"Islington"
1835;42;3;15;41;2;0;0;0;25;0;1;0;"Tower Hamlets"
1836;58;2;33;43;3;0;0;0;16;0;1;0;"Croydon"
1837;39;3;13;71;1;162;1;0;1;0;1;0;"Sutton"
1838;36;4;12;25;1;0;0;0;10;0;1;0;"Merton"
1839;60;1;33;154;2;0;1;1;30;0;1;1;"Bexley"
1840;47;1;21;141;1;0;0;0;24;0;0;0;"Tower Hamlets"
1841;29;2;4;22;3;110;0;0;9;0;0;0;"Hackney"
1842;52;2;28;145;1;0;0;0;68;0;1;0;"Lewisham"
1843;41;3;16;49;3;0;0;0;5;0;1;0;"Bromley"
1844;63;1;37;109;1;0;0;0;20;0;1;0;"Hackney"
1845;59;3;34;80;1;0;0;0;5;1;1;0;"Croydon"
1846;44;4;20;82;2;201;0;0;14;1;1;0;"Barking and Dagenham"
1847;54;4;28;52;1;0;0;0;25;0;1;0;"Barking and Dagenham"
1848;29;3;5;85;1;0;0;0;25;1;1;0;"Redbridge"
1849;51;1;25;148;1;0;0;0;10;0;0;0;"Camden"
1850;63;2;39;160;1;0;0;0;21;1;0;0;"Harrow"
1851;36;4;11;39;1;0;0;0;17;0;1;0;"Waltham Forest"
1852;42;2;16;25;3;0;0;0;8;1;0;0;"Hillingdon"
1853;51;1;25;33;3;0;0;0;14;1;1;0;"Barking and Dagenham"
1854;47;3;20;38;2;0;0;0;25;0;0;0;"Merton"
1855;40;4;16;85;3;0;0;0;2;1;1;0;"Croydon"
1856;54;1;28;48;1;0;0;0;2;0;1;0;"Enfield"
1857;47;4;21;15;3;77;0;0;6;0;1;0;"Tower Hamlets"
1858;35;1;10;94;1;174;0;0;0;0;1;0;"Tower Hamlets"
1859;28;2;4;120;1;0;0;0;6;0;1;0;"Tower Hamlets"
1860;45;1;19;60;3;159;0;0;7;0;1;0;"Newham"
1861;33;2;9;145;1;277;0;0;43,3;1;0;0;"Tower Hamlets"
1862;62;2;36;29;3;0;0;0;7;0;0;0;"Camden"
1863;45;3;18;78;2;0;0;0;26,7;0;1;0;"Bexley"
1864;59;4;35;59;2;0;0;0;12;0;1;0;"Lambeth"
1865;58;2;28;80;3;0;0;0;45;1;0;0;"Merton"
1866;52;1;26;180;1;0;0;0;10;1;1;0;"Hillingdon"
1867;34;3;8;8;2;83;0;0;1;0;1;0;"Bromley"
1868;65;1;35;23;3;0;0;0;15;0;1;0;"Tower Hamlets"
1869;48;2;23;79;3;0;0;0;38;0;1;0;"Havering"
1870;44;2;19;78;3;268;0;0;38;0;0;0;"Merton"
1871;61;1;37;64;2;0;0;0;0;1;0;0;"Kingston upon Thames"
1872;40;4;14;64;3;0;0;0;2;1;1;0;"Barking and Dagenham"
1873;65;4;39;160;1;237;0;0;38;0;1;1;"Croydon"
1874;28;1;4;43;3;102;0;0;10;0;0;0;"Sutton"
1875;67;1;42;32;3;0;0;0;11;1;0;0;"Camden"
1876;35;2;9;179;1;76;1;0;0;0;1;0;"Harrow"
1877;60;1;35;8;1;0;0;0;1;0;1;0;"Hillingdon"
1878;58;1;32;63;1;0;1;0;16;0;1;0;"Tower Hamlets"
1879;55;2;30;40;3;0;1;0;23;0;1;0;"Newham"
1880;34;4;9;99;2;155;0;0;22;0;1;0;"Hillingdon"
1881;35;2;9;141;2;0;0;0;45;0;0;1;"Hackney"
1882;28;1;4;159;1;0;0;0;15;1;1;0;"Waltham Forest"
1883;38;2;12;39;1;174;0;0;3;0;1;0;"Enfield"
