"id_gym";"type_gym";"name"
9497;"Martial Arts Gym";"Greenwich"
901;"Health Clubs";"Haringey"
12751;"Social Gym";"Hillingdon"
325;"Other types";"Barking and Dagenham"
22969;"Martial Arts Gym";"Waltham Forest"
20427;"Other types";"NULL"
13467;"Martial Arts Gym";"Greenwich"
6946;"Martial Arts Gym";"Sutton"
14748;"Gym with Swimming Pool";"Hillingdon"
19125;"Smaller Gym";"Newham"
21788;"Fitness Centers";"Sutton"
9248;"Martial Arts Gym";"Barking and Dagenham"
22181;"Martial Arts Gym";"Southwark"
16690;"Gym with Swimming Pool";"Ealing"
23360;"Health Clubs";"Greenwich"
22587;"Other types";"Wandsworth"
9329;"Outdoors Installations Gym";"Southwark"
19769;"Social Gym";"Croydon"
3268;"Martial Arts Gym";"Newham"
6399;"Health Clubs";"Lewisham"
16838;"Martial Arts Gym";"Sutton"
19636;"Fitness Centers";"Ealing"
17099;"Other types";"Havering"
8674;"Social Gym";"Kingston upon Thames"
15531;"Other types";"Richmond upon Thames"
2459;"Martial Arts Gym";"Bromley"
13265;"Fitness Centers";"Southwark"
3654;"Martial Arts Gym";"Richmond upon Thames"
11484;"Martial Arts Gym";"Greenwich"
2541;"Martial Arts Gym";"Greenwich"
7952;"Dance Gym";"Kensington and Chelsea"
16808;"Dance Gym";"Croydon"
8550;"Health Clubs";"Bexley"
11062;"Martial Arts Gym";"Hackney"
782;"Other types";"Wandsworth"
10005;"Dance Gym";"Camden"
15611;"Smaller Gym";"Kingston upon Thames"
8643;"Outdoors Installations Gym";"Hounslow"
18192;"Health Clubs";"Lambeth"
15424;"Health Clubs";"Greenwich"
12441;"Social Gym";"Brent"
5591;"Martial Arts Gym";"NULL"
5830;"Social Gym";"Hillingdon"
3205;"Other types";"Redbridge"
8190;"Smaller Gym";"Redbridge"
1527;"Martial Arts Gym";"Brent"
14978;"Martial Arts Gym";"Hammersmith and Fulham"
11637;"Outdoors Installations Gym";"Kingston upon Thames"
21245;"Smaller Gym";"Lewisham"
22708;"Fitness Centers";"Haringey"
19791;"Other types";"Sutton"
6267;"Fitness Centers";"Newham"
14856;"Health Clubs";"Sutton"
5061;"Other types";"Hammersmith and Fulham"
1986;"Other types";"Kensington and Chelsea"
9650;"Health Clubs";"Hounslow"
16527;"Other types";"Richmond upon Thames"
18612;"Health Clubs";"Merton"
70;"Health Clubs";"Camden"
15735;"Other types";"Enfield"
12049;"Health Clubs";"Hackney"
20327;"Social Gym";"Harrow"
11267;"Martial Arts Gym";"Lambeth"
13727;"Gym with Swimming Pool";"Hillingdon"
9003;"Other types";"Camden"
2150;"Fitness Centers";"Tower Hamlets"
14110;"Other types";"Redbridge"
18509;"Martial Arts Gym";"Richmond upon Thames"
7833;"Social Gym";"Enfield"
875;"Martial Arts Gym";"Enfield"
15031;"Gym with Swimming Pool";"Tower Hamlets"
17476;"Health Clubs";"Barnet"
19403;"Martial Arts Gym";"Greenwich"
4646;"Smaller Gym";"Richmond upon Thames"
14192;"Other types";"Barking and Dagenham"
4091;"Martial Arts Gym";"Hammersmith and Fulham"
6775;"Gym with Swimming Pool";"Wandsworth"
14536;"Other types";"Barnet"
3814;"Social Gym";"Ealing"
14927;"Smaller Gym";"Westminster"
1837;"Martial Arts Gym";"Hillingdon"
1435;"Martial Arts Gym";"Lewisham"
18698;"Outdoors Installations Gym";"Hillingdon"
1416;"Health Clubs";"Islington"
1758;"Other types";"Merton"
14566;"Gym with Swimming Pool";"Richmond upon Thames"
10665;"Health Clubs";"Kingston upon Thames"
10483;"Gym with Swimming Pool";"Greenwich"
15100;"Martial Arts Gym";"Redbridge"
660;"Health Clubs";"Richmond upon Thames"
63;"Martial Arts Gym";"Camden"
9021;"Gym with Swimming Pool";"Camden"
20566;"Smaller Gym";"Merton"
18926;"Smaller Gym";"Hammersmith and Fulham"
18894;"Other types";"Camden"
6382;"Gym with Swimming Pool";"Islington"
7629;"Health Clubs";"Richmond upon Thames"
5841;"Martial Arts Gym";"Enfield"
4223;"Gym with Swimming Pool";"Havering"
9549;"Martial Arts Gym";"NULL"
18772;"Martial Arts Gym";"Croydon"
10691;"Social Gym";"Merton"
11509;"Outdoors Installations Gym";"Bexley"
10043;"Other types";"Hammersmith and Fulham"
17993;"Other types";"Tower Hamlets"
22409;"Dance Gym";"NULL"
14048;"Health Clubs";"Tower Hamlets"
9909;"Dance Gym";"Sutton"
10999;"Outdoors Installations Gym";"Camden"
19656;"Social Gym";"Ealing"
9990;"Health Clubs";"Camden"
8428;"Other types";"Bromley"
10203;"Martial Arts Gym";"Newham"
9345;"Gym with Swimming Pool";"Islington"
22683;"Other types";"Enfield"
7074;"Fitness Centers";"Hammersmith and Fulham"
17703;"Social Gym";"Hillingdon"
11200;"Health Clubs";"Newham"
13463;"Outdoors Installations Gym";"Greenwich"
8875;"Health Clubs";"Croydon"
16538;"Gym with Swimming Pool";"Richmond upon Thames"
14816;"Health Clubs";"Croydon"
22362;"Health Clubs";"Greenwich"
8519;"Health Clubs";"Greenwich"
1443;"Smaller Gym";"Lewisham"
22950;"Martial Arts Gym";"Tower Hamlets"
1028;"Martial Arts Gym";"Westminster"
10641;"Martial Arts Gym";"Kingston upon Thames"
10765;"Health Clubs";"Hillingdon"
15657;"Health Clubs";"Wandsworth"
3035;"Smaller Gym";"Westminster"
4724;"Fitness Centers";"Merton"
6213;"Other types";"Havering"
23400;"Health Clubs";"NULL"
19076;"Gym with Swimming Pool";"Havering"
13692;"Other types";"Wandsworth"
16184;"Smaller Gym";"Barking and Dagenham"
4404;"Social Gym";"Lewisham"
4615;"Health Clubs";"Barnet"
581;"Gym with Swimming Pool";"Bexley"
2729;"Other types";"Kingston upon Thames"
3160;"Fitness Centers";"Tower Hamlets"
5895;"Martial Arts Gym";"Haringey"
22542;"Outdoors Installations Gym";"Merton"
13952;"Health Clubs";"Camden"
13369;"Smaller Gym";"Bromley"
16206;"Other types";"Lambeth"
9872;"Other types";"Croydon"
2303;"Social Gym";"Barking and Dagenham"
15591;"Gym with Swimming Pool";"Kingston upon Thames"
16765;"Health Clubs";"Haringey"
21023;"Fitness Centers";"Redbridge"
9848;"Fitness Centers";"Haringey"
7950;"Martial Arts Gym";"Kensington and Chelsea"
4099;"Other types";"Hackney"
16674;"Martial Arts Gym";"Ealing"
8279;"Martial Arts Gym";"Barking and Dagenham"
13926;"Health Clubs";"Westminster"
1988;"Martial Arts Gym";"Kensington and Chelsea"
1425;"Smaller Gym";"Lewisham"
13434;"Other types";"Brent"
17012;"Other types";"Tower Hamlets"
14487;"Social Gym";"Bexley"
9389;"Other types";"Lewisham"
2524;"Martial Arts Gym";"Brent"
5026;"Martial Arts Gym";"Westminster"
23699;"Health Clubs";"Haringey"
2804;"Martial Arts Gym";"Ealing"
16125;"Martial Arts Gym";"Havering"
5350;"Fitness Centers";"Southwark"
20548;"Other types";"Kingston upon Thames"
12595;"Martial Arts Gym";"Hounslow"
854;"Other types";"Hillingdon"
19421;"Martial Arts Gym";"Bexley"
4213;"Dance Gym";"Redbridge"
20263;"Fitness Centers";"Lewisham"
2832;"Martial Arts Gym";"Hillingdon"
5000;"Outdoors Installations Gym";"Westminster"
2045;"Outdoors Installations Gym";"Camden"
5018;"Other types";"Westminster"
2978;"Outdoors Installations Gym";"Sutton"
20659;"Martial Arts Gym";"Hillingdon"
5525;"Health Clubs";"Greenwich"
16981;"Health Clubs";"Hackney"
4774;"Other types";"Wandsworth"
19332;"Martial Arts Gym";"Harrow"
3191;"Martial Arts Gym";"Waltham Forest"
3324;"Martial Arts Gym";"Lambeth"
3792;"Health Clubs";"Ealing"
3850;"Martial Arts Gym";"Hillingdon"
1063;"Social Gym";"Camden"
18033;"Outdoors Installations Gym";"Waltham Forest"
8000;"Gym with Swimming Pool";"Westminster"
14128;"Social Gym";"Havering"
23494;"Health Clubs";"Hounslow"
16492;"Gym with Swimming Pool";"Barnet"
19409;"Smaller Gym";"Greenwich"
9017;"Martial Arts Gym";"Camden"
10807;"Outdoors Installations Gym";"Enfield"
16844;"Health Clubs";"Sutton"
2553;"Other types";"Greenwich"
17113;"Dance Gym";"Havering"
5624;"Outdoors Installations Gym";"Barnet"
8443;"Social Gym";"Harrow"
13646;"Outdoors Installations Gym";"Merton"
16684;"Health Clubs";"Ealing"
21133;"Other types";"Barking and Dagenham"
3565;"Health Clubs";"Bexley"
9543;"Other types";"NULL"
8644;"Health Clubs";"Hounslow"
3211;"Health Clubs";"Redbridge"
17131;"Martial Arts Gym";"Newham"
4997;"Health Clubs";"Westminster"
22982;"Other types";"Waltham Forest"
16578;"Health Clubs";"Kingston upon Thames"
8914;"Gym with Swimming Pool";"Sutton"
17859;"Martial Arts Gym";"Kensington and Chelsea"
17665;"Social Gym";"Ealing"
7078;"Smaller Gym";"Hammersmith and Fulham"
11722;"Other types";"Ealing"
18903;"Health Clubs";"Camden"
19037;"Other types";"Waltham Forest"
16301;"Other types";"Lewisham"
19455;"Other types";"NULL"
14787;"Social Gym";"Haringey"
22549;"Martial Arts Gym";"Merton"
3241;"Health Clubs";"Havering"
5551;"Gym with Swimming Pool";"Bexley"
22133;"Outdoors Installations Gym";"Barking and Dagenham"
19924;"Fitness Centers";"Hammersmith and Fulham"
18462;"Smaller Gym";"NULL"
16926;"Health Clubs";"Camden"
5850;"Other types";"Enfield"
16682;"Smaller Gym";"Ealing"
2686;"Martial Arts Gym";"Hounslow"
23738;"Health Clubs";"Croydon"
12827;"Other types";"Haringey"
5343;"Fitness Centers";"Southwark"
17515;"Other types";"Richmond upon Thames"
15495;"Other types";"Barnet"
18759;"Other types";"Haringey"
23683;"Outdoors Installations Gym";"Haringey"
2244;"Smaller Gym";"Havering"
20139;"Social Gym";"Barking and Dagenham"
3971;"Outdoors Installations Gym";"Sutton"
7418;"Fitness Centers";"Bromley"
20541;"Martial Arts Gym";"Kingston upon Thames"
16293;"Martial Arts Gym";"Lewisham"
1817;"Smaller Gym";"Ealing"
375;"Martial Arts Gym";"Southwark"
10897;"Other types";"Sutton"
618;"Gym with Swimming Pool";"NULL"
10326;"Other types";"Islington"
18835;"Health Clubs";"Kensington and Chelsea"
1658;"Martial Arts Gym";"Richmond upon Thames"
15423;"Other types";"Greenwich"
22162;"Other types";"Lambeth"
5939;"Health Clubs";"Sutton"
14270;"Martial Arts Gym";"Southwark"
16730;"Other types";"Enfield"
15256;"Martial Arts Gym";"Southwark"
11455;"Martial Arts Gym";"Brent"
3612;"Fitness Centers";"Barnet"
19534;"Martial Arts Gym";"Hounslow"
10745;"Martial Arts Gym";"Ealing"
11466;"Gym with Swimming Pool";"Greenwich"
4140;"Martial Arts Gym";"Tower Hamlets"
11855;"Dance Gym";"Croydon"
20137;"Martial Arts Gym";"Barking and Dagenham"
3480;"Other types";"Harrow"
7248;"Social Gym";"Newham"
2940;"Health Clubs";"Croydon"
20583;"Gym with Swimming Pool";"Merton"
13466;"Martial Arts Gym";"Greenwich"
9740;"Other types";"Ealing"
1723;"Other types";"Kingston upon Thames"
16295;"Other types";"Lewisham"
11895;"Other types";"Sutton"
22622;"Martial Arts Gym";"Ealing"
5091;"Health Clubs";"Hackney"
9383;"Social Gym";"Lewisham"
19706;"Smaller Gym";"Enfield"
14634;"Martial Arts Gym";"Merton"
16800;"Other types";"Croydon"
12403;"Social Gym";"Harrow"
22250;"Outdoors Installations Gym";"Lewisham"
19982;"Martial Arts Gym";"Tower Hamlets"
15097;"Other types";"Redbridge"
15864;"Outdoors Installations Gym";"Kensington and Chelsea"
3060;"Health Clubs";"Camden"
5490;"Outdoors Installations Gym";"Brent"
13814;"Other types";"Haringey"
112;"Health Clubs";"Hammersmith and Fulham"
18731;"Outdoors Installations Gym";"Enfield"
7046;"Dance Gym";"Camden"
13060;"Fitness Centers";"Tower Hamlets"
14448;"Outdoors Installations Gym";"Greenwich"
12494;"Outdoors Installations Gym";"Bexley"
4154;"Health Clubs";"Tower Hamlets"
17000;"Outdoors Installations Gym";"Tower Hamlets"
6558;"Fitness Centers";"Bexley"
7897;"Gym with Swimming Pool";"Croydon"
23463;"Health Clubs";"Richmond upon Thames"
7349;"Other types";"Southwark"
22738;"Outdoors Installations Gym";"Croydon"
16476;"Gym with Swimming Pool";"NULL"
19478;"Dance Gym";"Barnet"
19810;"Outdoors Installations Gym";"Sutton"
19779;"Other types";"Croydon"
11763;"Dance Gym";"Hillingdon"
16835;"Social Gym";"Sutton"
21633;"Health Clubs";"Ealing"
14526;"Smaller Gym";"Barnet"
809;"Martial Arts Gym";"Ealing"
2266;"Other types";"Newham"
3849;"Martial Arts Gym";"Hillingdon"
13014;"Martial Arts Gym";"Hammersmith and Fulham"
2822;"Other types";"Ealing"
18748;"Health Clubs";"Haringey"
17969;"Martial Arts Gym";"Hackney"
847;"Martial Arts Gym";"Hillingdon"
7645;"Other types";"Richmond upon Thames"
16161;"Fitness Centers";"Newham"
10746;"Smaller Gym";"Ealing"
4714;"Fitness Centers";"Kingston upon Thames"
10662;"Social Gym";"Kingston upon Thames"
23243;"Martial Arts Gym";"Lewisham"
16962;"Other types";"Hammersmith and Fulham"
7610;"Martial Arts Gym";"Barnet"
16423;"Other types";"Greenwich"
20571;"Health Clubs";"Merton"
23720;"Martial Arts Gym";"Croydon"
11635;"Dance Gym";"Kingston upon Thames"
8129;"Other types";"Tower Hamlets"
7533;"Martial Arts Gym";"Greenwich"
19597;"Social Gym";"Merton"
17870;"Martial Arts Gym";"Westminster"
19045;"Social Gym";"Redbridge"
23321;"Other types";"Brent"
7949;"Martial Arts Gym";"Sutton"
17680;"Fitness Centers";"Ealing"
19080;"Other types";"Havering"
15057;"Martial Arts Gym";"Waltham Forest"
3670;"Social Gym";"Richmond upon Thames"
6403;"Health Clubs";"Lewisham"
18206;"Health Clubs";"Southwark"
17475;"Health Clubs";"Barnet"
4846;"Outdoors Installations Gym";"Enfield"
12798;"Smaller Gym";"Enfield"
17575;"Fitness Centers";"Kingston upon Thames"
1364;"Other types";"Southwark"
16449;"Health Clubs";"Bexley"
5768;"Other types";"Wandsworth"
23208;"Gym with Swimming Pool";"Islington"
2724;"Outdoors Installations Gym";"Kingston upon Thames"
15878;"Other types";"Kensington and Chelsea"
23175;"Gym with Swimming Pool";"Southwark"
3261;"Social Gym";"Newham"
11162;"Health Clubs";"Havering"
19566;"Health Clubs";"Kingston upon Thames"
1356;"Health Clubs";"Lambeth"
16291;"Dance Gym";"Lewisham"
11206;"Martial Arts Gym";"Newham"
8569;"Smaller Gym";"NULL"
5103;"Smaller Gym";"Hackney"
2451;"Social Gym";"Bromley"
13399;"Martial Arts Gym";"Harrow"
8299;"Smaller Gym";"Lambeth"
5415;"Dance Gym";"Lewisham"
12449;"Health Clubs";"Brent"
20783;"Dance Gym";"Sutton"
1420;"Dance Gym";"Lewisham"
15037;"Other types";"Tower Hamlets"
20815;"Martial Arts Gym";"Kensington and Chelsea"
10943;"Smaller Gym";"Westminster"
17347;"Health Clubs";"Harrow"
15307;"Social Gym";"Lewisham"
9495;"Health Clubs";"Greenwich"
14761;"Martial Arts Gym";"Enfield"
5366;"Gym with Swimming Pool";"Islington"
951;"Other types";"Croydon"
12985;"Martial Arts Gym";"Hammersmith and Fulham"
13861;"Martial Arts Gym";"Sutton"
19767;"Outdoors Installations Gym";"Croydon"
16360;"Gym with Swimming Pool";"Harrow"
11456;"Martial Arts Gym";"Brent"
2864;"Martial Arts Gym";"Enfield"
9787;"Outdoors Installations Gym";"Hillingdon"
3178;"Smaller Gym";"Waltham Forest"
8425;"Gym with Swimming Pool";"Bromley"
15572;"Dance Gym";"Hounslow"
14762;"Gym with Swimming Pool";"Enfield"
17532;"Health Clubs";"Richmond upon Thames"
1959;"Other types";"Sutton"
1486;"Martial Arts Gym";"Harrow"
897;"Other types";"Haringey"
10192;"Health Clubs";"Havering"
7378;"Martial Arts Gym";"Islington"
18158;"Health Clubs";"Barking and Dagenham"
20679;"Martial Arts Gym";"Hillingdon"
2716;"Fitness Centers";"Kingston upon Thames"
9985;"Martial Arts Gym";"Camden"
6534;"Martial Arts Gym";"Greenwich"
8544;"Health Clubs";"Bexley"
11607;"Social Gym";"Hounslow"
18124;"Other types";"Newham"
21913;"Dance Gym";"Hammersmith and Fulham"
118;"Smaller Gym";"Hammersmith and Fulham"
20628;"Martial Arts Gym";"Ealing"
91;"Other types";"Camden"
12338;"Other types";"Lewisham"
10266;"Outdoors Installations Gym";"Lambeth"
14692;"Social Gym";"Ealing"
16102;"Other types";"Redbridge"
19952;"Health Clubs";"Hackney"
8141;"Martial Arts Gym";"Waltham Forest"
2669;"Martial Arts Gym";"Richmond upon Thames"
8284;"Social Gym";"Barking and Dagenham"
18977;"Fitness Centers";"Hackney"
17064;"Other types";"Redbridge"
5717;"Outdoors Installations Gym";"Kingston upon Thames"
7409;"Health Clubs";"Lewisham"
9675;"Outdoors Installations Gym";"Kingston upon Thames"
20004;"Other types";"Waltham Forest"
4501;"Gym with Swimming Pool";"Brent"
15986;"Other types";"Hackney"
1209;"Smaller Gym";"Redbridge"
19149;"Health Clubs";"Barking and Dagenham"
5829;"Dance Gym";"Hillingdon"
19219;"Other types";"Southwark"
11120;"Martial Arts Gym";"Waltham Forest"
22762;"Dance Gym";"Sutton"
23731;"Dance Gym";"Croydon"
15116;"Dance Gym";"Havering"
20066;"Martial Arts Gym";"Havering"
12329;"Martial Arts Gym";"Islington"
23325;"Fitness Centers";"Brent"
10986;"Dance Gym";"Camden"
9116;"Smaller Gym";"Tower Hamlets"
21116;"Dance Gym";"Barking and Dagenham"
17955;"Gym with Swimming Pool";"Hammersmith and Fulham"
23522;"Outdoors Installations Gym";"Kingston upon Thames"
23162;"Gym with Swimming Pool";"Southwark"
23567;"Other types";"Wandsworth"
19615;"Other types";"Wandsworth"
15085;"Fitness Centers";"Redbridge"
7993;"Martial Arts Gym";"Westminster"
13286;"Gym with Swimming Pool";"Southwark"
2987;"Other types";"Kensington and Chelsea"
9901;"Martial Arts Gym";"Sutton"
7526;"Smaller Gym";"Greenwich"
2074;"Health Clubs";"Hammersmith and Fulham"
8015;"Health Clubs";"Camden"
1355;"Martial Arts Gym";"Lambeth"
19178;"Martial Arts Gym";"Lambeth"
9026;"Martial Arts Gym";"Hammersmith and Fulham"
8313;"Gym with Swimming Pool";"Lambeth"
80;"Dance Gym";"Camden"
22413;"Martial Arts Gym";"NULL"
15306;"Health Clubs";"Lewisham"
8057;"Health Clubs";"Hammersmith and Fulham"
20062;"Other types";"Havering"
17618;"Health Clubs";"Merton"
20367;"Health Clubs";"Greenwich"
10706;"Social Gym";"Wandsworth"
17460;"Outdoors Installations Gym";"NULL"
4441;"Health Clubs";"Bromley"
20019;"Fitness Centers";"Waltham Forest"
3585;"Health Clubs";"Bexley"
22508;"Dance Gym";"Hounslow"
10750;"Other types";"Ealing"
7797;"Health Clubs";"Ealing"
15525;"Social Gym";"Richmond upon Thames"
21221;"Gym with Swimming Pool";"Islington"
7163;"Social Gym";"Waltham Forest"
8642;"Smaller Gym";"Hounslow"
6884;"Outdoors Installations Gym";"Haringey"
7226;"Other types";"Havering"
17289;"Martial Arts Gym";"Lewisham"
2084;"Other types";"Hammersmith and Fulham"
4896;"Martial Arts Gym";"Haringey"
3818;"Gym with Swimming Pool";"Ealing"
12270;"Martial Arts Gym";"Southwark"
4370;"Other types";"Islington"
6407;"Fitness Centers";"Lewisham"
7919;"Health Clubs";"Croydon"
20324;"Outdoors Installations Gym";"Harrow"
20646;"Other types";"Ealing"
19480;"Fitness Centers";"Barnet"
22030;"Other types";"Redbridge"
12753;"Martial Arts Gym";"Hillingdon"
18871;"Other types";"Westminster"
11877;"Martial Arts Gym";"Sutton"
17641;"Martial Arts Gym";"Wandsworth"
205;"Social Gym";"Waltham Forest"
7294;"Other types";"Lambeth"
15395;"Other types";"Brent"
5536;"Martial Arts Gym";"Greenwich"
16647;"Martial Arts Gym";"Wandsworth"
11939;"Health Clubs";"Westminster"
11546;"Fitness Centers";"Barnet"
23406;"Smaller Gym";"NULL"
14425;"Health Clubs";"Brent"
7520;"Martial Arts Gym";"Greenwich"
21218;"Martial Arts Gym";"Islington"
8609;"Social Gym";"Richmond upon Thames"
16825;"Health Clubs";"Sutton"
17498;"Martial Arts Gym";"Barnet"
306;"Gym with Swimming Pool";"Barking and Dagenham"
9904;"Martial Arts Gym";"Sutton"
8178;"Martial Arts Gym";"Redbridge"
23183;"Martial Arts Gym";"Southwark"
21709;"Health Clubs";"Enfield"
9408;"Martial Arts Gym";"Bromley"
16860;"Other types";"Kensington and Chelsea"
8995;"Social Gym";"Camden"
3394;"Martial Arts Gym";"Islington"
15413;"Dance Gym";"Greenwich"
19500;"Smaller Gym";"Richmond upon Thames"
9010;"Martial Arts Gym";"Camden"
3369;"Health Clubs";"Southwark"
1578;"Martial Arts Gym";"Bexley"
6544;"Martial Arts Gym";"Greenwich"
5347;"Other types";"Southwark"
8900;"Smaller Gym";"Croydon"
4106;"Social Gym";"Hackney"
13507;"Outdoors Installations Gym";"NULL"
17220;"Smaller Gym";"Southwark"
19804;"Outdoors Installations Gym";"Sutton"
9498;"Smaller Gym";"Greenwich"
14168;"Fitness Centers";"Newham"
142;"Other types";"Hackney"
18043;"Martial Arts Gym";"Waltham Forest"
9722;"Martial Arts Gym";"Wandsworth"
21204;"Social Gym";"Southwark"
13120;"Fitness Centers";"Redbridge"
18495;"Martial Arts Gym";"Richmond upon Thames"
4285;"Social Gym";"Barking and Dagenham"
374;"Dance Gym";"Southwark"
18216;"Other types";"Southwark"
2422;"Health Clubs";"Lewisham"
19202;"Martial Arts Gym";"Southwark"
4851;"Gym with Swimming Pool";"Enfield"
16213;"Health Clubs";"Lambeth"
6226;"Martial Arts Gym";"Havering"
20083;"Outdoors Installations Gym";"Havering"
20638;"Health Clubs";"Ealing"
9055;"Smaller Gym";"Hammersmith and Fulham"
16212;"Dance Gym";"Lambeth"
15960;"Social Gym";"Hammersmith and Fulham"
5446;"Martial Arts Gym";"Bromley"
15696;"Other types";"Ealing"
18309;"Other types";"Bromley"
10546;"Gym with Swimming Pool";"NULL"
10367;"Dance Gym";"Lewisham"
11619;"Health Clubs";"Hounslow"
22696;"Other types";"Haringey"
4123;"Martial Arts Gym";"Hackney"
3149;"Martial Arts Gym";"Tower Hamlets"
1494;"Other types";"Harrow"
10555;"Dance Gym";"Barnet"
21662;"Health Clubs";"Hillingdon"
4012;"Martial Arts Gym";"Westminster"
9585;"Outdoors Installations Gym";"Barnet"
21551;"Dance Gym";"Kingston upon Thames"
12039;"Fitness Centers";"Hackney"
20260;"Martial Arts Gym";"Lewisham"
648;"Health Clubs";"Barnet"
9077;"Martial Arts Gym";"Hackney"
10470;"Smaller Gym";"Greenwich"
13458;"Other types";"Greenwich"
7601;"Gym with Swimming Pool";"Barnet"
22348;"Dance Gym";"Greenwich"
7432;"Health Clubs";"Bromley"
23316;"Health Clubs";"Brent"
9379;"Health Clubs";"Lewisham"
1225;"Martial Arts Gym";"Redbridge"
1790;"Social Gym";"Wandsworth"
1671;"Other types";"Richmond upon Thames"
779;"Gym with Swimming Pool";"Wandsworth"
17569;"Outdoors Installations Gym";"Kingston upon Thames"
6701;"Martial Arts Gym";"Kingston upon Thames"
5974;"Other types";"Kensington and Chelsea"
21066;"Martial Arts Gym";"Havering"
20343;"Other types";"Brent"
22667;"Other types";"Enfield"
18198;"Social Gym";"Lambeth"
22042;"Gym with Swimming Pool";"Redbridge"
432;"Other types";"Lewisham"
19872;"Health Clubs";"Westminster"
8993;"Health Clubs";"Camden"
654;"Smaller Gym";"Barnet"
16416;"Other types";"Greenwich"
13195;"Social Gym";"Newham"
4532;"Smaller Gym";"Greenwich"
15082;"Health Clubs";"Waltham Forest"
16178;"Martial Arts Gym";"Barking and Dagenham"
20428;"Other types";"NULL"
5677;"Smaller Gym";"Hounslow"
18361;"Gym with Swimming Pool";"Brent"
1291;"Health Clubs";"Newham"
1809;"Dance Gym";"Ealing"
22084;"Other types";"Newham"
16798;"Martial Arts Gym";"Croydon"
3403;"Fitness Centers";"Islington"
16175;"Smaller Gym";"Barking and Dagenham"
2871;"Martial Arts Gym";"Enfield"
15071;"Martial Arts Gym";"Waltham Forest"
4380;"Dance Gym";"Islington"
20557;"Outdoors Installations Gym";"Kingston upon Thames"
2350;"Martial Arts Gym";"Southwark"
18512;"Dance Gym";"Richmond upon Thames"
12738;"Other types";"Ealing"
13087;"Other types";"Waltham Forest"
1564;"Gym with Swimming Pool";"Greenwich"
458;"Other types";"Lewisham"
17701;"Gym with Swimming Pool";"Hillingdon"
19760;"Other types";"Croydon"
12599;"Martial Arts Gym";"Hounslow"
13506;"Other types";"NULL"
15457;"Dance Gym";"Bexley"
19798;"Social Gym";"Sutton"
3299;"Health Clubs";"Barking and Dagenham"
3988;"Social Gym";"Kensington and Chelsea"
12493;"Martial Arts Gym";"Bexley"
16371;"Martial Arts Gym";"Harrow"
14958;"Martial Arts Gym";"Camden"
23223;"Smaller Gym";"Lewisham"
17200;"Health Clubs";"Lambeth"
22333;"Health Clubs";"Brent"
5718;"Dance Gym";"Kingston upon Thames"
17952;"Health Clubs";"Hammersmith and Fulham"
4045;"Health Clubs";"Camden"
14171;"Other types";"Newham"
7527;"Social Gym";"Greenwich"
10539;"Outdoors Installations Gym";"NULL"
637;"Martial Arts Gym";"Barnet"
12893;"Martial Arts Gym";"Kensington and Chelsea"
18904;"Fitness Centers";"Camden"
14046;"Martial Arts Gym";"Tower Hamlets"
4074;"Martial Arts Gym";"Hammersmith and Fulham"
7592;"Health Clubs";"Barnet"
6800;"Health Clubs";"Ealing"
22983;"Dance Gym";"Waltham Forest"
9970;"Other types";"Westminster"
6185;"Martial Arts Gym";"Redbridge"
3693;"Martial Arts Gym";"Hounslow"
15279;"Health Clubs";"Islington"
17469;"Martial Arts Gym";"NULL"
4669;"Gym with Swimming Pool";"Hounslow"
19710;"Other types";"Enfield"
16382;"Health Clubs";"Brent"
21462;"Martial Arts Gym";"Barnet"
3352;"Other types";"Southwark"
10577;"Martial Arts Gym";"Barnet"
1865;"Health Clubs";"Enfield"
6845;"Health Clubs";"Enfield"
9660;"Health Clubs";"Kingston upon Thames"
18044;"Other types";"Waltham Forest"
5165;"Smaller Gym";"Waltham Forest"
8969;"Other types";"Westminster"
20161;"Smaller Gym";"Lambeth"
16720;"Other types";"Hillingdon"
3269;"Other types";"Newham"
21733;"Martial Arts Gym";"Haringey"
13737;"Martial Arts Gym";"Hillingdon"
9557;"Outdoors Installations Gym";"NULL"
10580;"Social Gym";"Barnet"
7363;"Martial Arts Gym";"Islington"
6704;"Other types";"Kingston upon Thames"
8920;"Martial Arts Gym";"Sutton"
3490;"Martial Arts Gym";"Harrow"
5274;"Martial Arts Gym";"Barking and Dagenham"
603;"Martial Arts Gym";"Bexley"
14569;"Fitness Centers";"Hounslow"
2068;"Martial Arts Gym";"Camden"
18725;"Other types";"Enfield"
12070;"Smaller Gym";"Tower Hamlets"
14854;"Gym with Swimming Pool";"Sutton"
8798;"Health Clubs";"Hillingdon"
6914;"Dance Gym";"Croydon"
9480;"Martial Arts Gym";"Brent"
21582;"Martial Arts Gym";"Merton"
8605;"Social Gym";"Barnet"
1398;"Dance Gym";"Islington"
7859;"Health Clubs";"Haringey"
11255;"Other types";"Lambeth"
21893;"Martial Arts Gym";"Camden"
12503;"Other types";"Bexley"
14434;"Martial Arts Gym";"Greenwich"
11285;"Outdoors Installations Gym";"Southwark"
15382;"Health Clubs";"Brent"
3640;"Health Clubs";"Barnet"
13314;"Martial Arts Gym";"Islington"
18656;"Martial Arts Gym";"Ealing"
15241;"Martial Arts Gym";"Southwark"
724;"Other types";"Kingston upon Thames"
18041;"Health Clubs";"Waltham Forest"
6316;"Other types";"Lambeth"
3623;"Other types";"Barnet"
